,player,comp,round,date,venue,opp,pos,min,type,assisted,Year,match period
236,Ronaldo,LaLiga,1,2012-01-22,H,Athletic,LW,46,Penalty,No Assist,2012,Second Half
237,Ronaldo,LaLiga,1,2012-01-22,H,Athletic,LW,67,Penalty,No Assist,2012,Second Half
238,Ronaldo,Copa del Rey,Quarter-Finals,2012-01-25,A,FC Barcelona,LW,68,Right-footed shot,Mesut Özil,2012,Second Half
239,Ronaldo,LaLiga,21,2012-01-28,H,Real Zaragoza,LW,48,Right-footed shot,Mesut Özil,2012,Second Half
240,Ronaldo,LaLiga,23,2012-02-12,H,Levante,LW,45,Penalty,No Assist,2012,First Half
241,Ronaldo,LaLiga,23,2012-02-12,H,Levante,LW,50,Header,Gonzalo Higuaín,2012,Second Half
242,Ronaldo,LaLiga,23,2012-02-12,H,Levante,LW,57,Right-footed shot,Fábio Coentrão,2012,Second Half
243,Ronaldo,LaLiga,24,2012-02-18,H,Racing,LW,6,Header,Kaká,2012,First Half
244,Ronaldo,Champions League,last 16,2012-02-21,A,CSKA Moscow,LW,28,Left-footed shot,Fábio Coentrão,2012,First Half
245,Ronaldo,LaLiga,25,2012-02-26,A,Rayo Vallecano,LW,53,Right-footed shot,No Assist,2012,Second Half
246,Ronaldo,LaLiga,26,2012-03-04,H,Espanyol,LW,23,Left-footed shot,Gonzalo Higuaín,2012,First Half
247,Ronaldo,LaLiga,27,2012-03-10,A,Real Betis,LW,52,Left-footed shot,Marcelo,2012,Second Half
248,Ronaldo,LaLiga,27,2012-03-10,A,Real Betis,LW,73,Left-footed shot,No Assist,2012,Second Half
249,Ronaldo,Champions League,last 16,2012-03-14,H,CSKA Moscow,LW,55,Right-footed shot,Sergio Ramos,2012,Second Half
250,Ronaldo,Champions League,last 16,2012-03-14,H,CSKA Moscow,LW,904,Right-footed shot,Karim Benzema,2012,Second Half-Additional Time
251,Ronaldo,LaLiga,29,2012-03-21,A,Villarreal,LW,61,Right-footed shot,Mesut Özil,2012,Second Half
252,Ronaldo,LaLiga,30,2012-03-24,H,Real Sociedad,LW,32,Right-footed shot,Kaká,2012,First Half
253,Ronaldo,LaLiga,30,2012-03-24,H,Real Sociedad,LW,55,Right-footed shot,Gonzalo Higuaín,2012,Second Half
254,Ronaldo,LaLiga,31,2012-03-31,A,CA Osasuna,LW,37,Long distance kick,Xabi Alonso,2012,First Half
255,Ronaldo,LaLiga,31,2012-03-31,A,CA Osasuna,LW,70,Direct free kick,No Assist,2012,Second Half
256,Ronaldo,Champions League,Quarter-Finals,2012-04-04,H,APOEL Nicosia,LW,26,Right-footed shot,Marcelo,2012,First Half
257,Ronaldo,Champions League,Quarter-Finals,2012-04-04,H,APOEL Nicosia,LW,75,Direct free kick,No Assist,2012,Second Half
258,Ronaldo,LaLiga,33,2012-04-11,A,Atlético Madrid,LW,24,Direct free kick,No Assist,2012,First Half
259,Ronaldo,LaLiga,33,2012-04-11,A,Atlético Madrid,LW,67,Long distance kick,No Assist,2012,Second Half
260,Ronaldo,LaLiga,33,2012-04-11,A,Atlético Madrid,LW,82,Penalty,No Assist,2012,Second Half
261,Ronaldo,LaLiga,34,2012-04-14,H,Sporting Gijón,LW,74,Header,Ángel Di María,2012,Second Half
262,Ronaldo,LaLiga,35,2012-04-21,A,FC Barcelona,LW,73,Right-footed shot,Mesut Özil,2012,Second Half
263,Ronaldo,Champions League,Semi-Finals,2012-04-25,H,Bayern Munich ,LW,6,Penalty,No Assist,2012,First Half
264,Ronaldo,Champions League,Semi-Finals,2012-04-25,H,Bayern Munich ,LW,14,Right-footed shot,Mesut Özil,2012,First Half
265,Ronaldo,LaLiga,36,2012-04-29,H,Sevilla FC,LW,19,Right-footed shot,Karim Benzema,2012,First Half
266,Ronaldo,LaLiga,20,2012-05-02,A,Athletic,LW,49,Header,Xabi Alonso,2012,Second Half
267,Ronaldo,LaLiga,37,2012-05-05,A,Granada CF,LW,81,Penalty,No Assist,2012,Second Half
268,Ronaldo,LaLiga,38,2012-05-13,H,RCD Mallorca,LW,18,Header,Marcelo,2012,First Half
269,Ronaldo,Supercopa,Final,2012-08-23,A,FC Barcelona,LW,55,Header,Mesut Özil,2012,Second Half
270,Ronaldo,Supercopa,Final,2012-08-29,H,FC Barcelona,LW,19,Right-footed shot,Sami Khedira,2012,First Half
271,Ronaldo,LaLiga,3,2012-09-02,H,Granada CF,LW,25,Right-footed shot,José Callejón,2012,First Half
272,Ronaldo,LaLiga,3,2012-09-02,H,Granada CF,LW,53,Left-footed shot,No Assist,2012,Second Half
273,Ronaldo,Champions League,Group Stage,2012-09-18,H,Man City,LW,90,Right-footed shot,Marcelo,2012,Second Half
274,Ronaldo,LaLiga,5,2012-09-24,A,Rayo Vallecano,LW,69,Penalty,No Assist,2012,Second Half
275,Ronaldo,LaLiga,6,2012-09-30,H,Dep. La Coruña,LW,23,Penalty,No Assist,2012,First Half
276,Ronaldo,LaLiga,6,2012-09-30,H,Dep. La Coruña,LW,44,Header,Sergio Ramos,2012,First Half
277,Ronaldo,LaLiga,6,2012-09-30,H,Dep. La Coruña,LW,84,Penalty,No Assist,2012,Second Half
278,Ronaldo,Champions League,Group Stage,2012-10-03,A,Ajax,LW,42,Right-footed shot,Karim Benzema,2012,First Half
279,Ronaldo,Champions League,Group Stage,2012-10-03,A,Ajax,LW,79,Right-footed shot,Karim Benzema,2012,Second Half
280,Ronaldo,Champions League,Group Stage,2012-10-03,A,Ajax,LW,81,Left-footed shot,Sami Khedira,2012,Second Half
281,Ronaldo,LaLiga,7,2012-10-07,A,FC Barcelona,LW,22,Left-footed shot,Karim Benzema,2012,First Half
282,Ronaldo,LaLiga,7,2012-10-07,A,FC Barcelona,LW,66,Right-footed shot,Mesut Özil,2012,Second Half
283,Ronaldo,LaLiga,8,2012-10-20,H,Celta de Vigo,LW,67,Penalty,No Assist,2012,Second Half
284,Ronaldo,Champions League,Group Stage,2012-10-24,A,Bor. Dortmund,LW,38,Right-footed shot,Mesut Özil,2012,First Half
285,Ronaldo,LaLiga,9,2012-10-28,A,RCD Mallorca,LW,22,Right-footed shot,Gonzalo Higuaín,2012,First Half
286,Ronaldo,LaLiga,9,2012-10-28,A,RCD Mallorca,LW,73,Right-footed shot,Gonzalo Higuaín,2012,Second Half
287,Ronaldo,LaLiga,11,2012-11-11,A,Levante,CF,20,Right-footed shot,No Assist,2012,First Half
288,Ronaldo,LaLiga,14,2012-12-01,H,Atlético Madrid,LW,16,Direct free kick,No Assist,2012,First Half
289,Ronaldo,Champions League,Group Stage,2012-12-04,H,Ajax,LW,13,Right-footed shot,Karim Benzema,2012,First Half
290,Ronaldo,Copa del Rey,last 16,2012-12-12,A,Celta de Vigo,LW,87,Left-footed shot,Xabi Alonso,2012,Second Half
291,Ronaldo,LaLiga,16,2012-12-16,H,Espanyol,CF,45,Right-footed shot,Sami Khedira,2012,First Half
292,Ronaldo,LaLiga,18,2013-01-06,H,Real Sociedad,LW,67,Left-footed shot,Karim Benzema,2013,Second Half
293,Ronaldo,LaLiga,18,2013-01-06,H,Real Sociedad,LW,70,Direct free kick,No Assist,2013,Second Half
294,Ronaldo,Copa del Rey,last 16,2013-01-09,H,Celta de Vigo,LW,2,Right-footed shot,Álvaro Arbeloa,2013,First Half
295,Ronaldo,Copa del Rey,last 16,2013-01-09,H,Celta de Vigo,LW,24,Left-footed shot,Luka Modric,2013,First Half
296,Ronaldo,Copa del Rey,last 16,2013-01-09,H,Celta de Vigo,LW,87,Left-footed shot,Gonzalo Higuaín,2013,Second Half
297,Ronaldo,LaLiga,20,2013-01-20,A,Valencia,LW,35,Left-footed shot,Fábio Coentrão,2013,First Half
298,Ronaldo,LaLiga,20,2013-01-20,A,Valencia,LW,41,Right-footed shot,Mesut Özil,2013,First Half
299,Ronaldo,LaLiga,21,2013-01-27,H,Getafe,LW,62,Left-footed shot,Mesut Özil,2013,Second Half
300,Ronaldo,LaLiga,21,2013-01-27,H,Getafe,LW,65,Header,Ángel Di María,2013,Second Half
301,Ronaldo,LaLiga,21,2013-01-27,H,Getafe,LW,72,Penalty,No Assist,2013,Second Half
302,Ronaldo,LaLiga,23,2013-02-09,H,Sevilla FC,LW,26,Left-footed shot,Kaká,2013,First Half
303,Ronaldo,LaLiga,23,2013-02-09,H,Sevilla FC,LW,46,Left-footed shot,Álvaro Arbeloa,2013,Second Half
304,Ronaldo,LaLiga,23,2013-02-09,H,Sevilla FC,LW,59,Right-footed shot,Gonzalo Higuaín,2013,Second Half
305,Ronaldo,Champions League,last 16,2013-02-13,H,Man Utd,LW,30,Header,Ángel Di María,2013,First Half
306,Ronaldo,Copa del Rey,Semi-Finals,2013-02-26,A,FC Barcelona,LW,12,Penalty,No Assist,2013,First Half
307,Ronaldo,Copa del Rey,Semi-Finals,2013-02-26,A,FC Barcelona,LW,57,Left-footed shot,No Assist,2013,Second Half
308,Ronaldo,Champions League,last 16,2013-03-05,A,Man Utd,LW,69,Right-footed shot,Gonzalo Higuaín,2013,Second Half
309,Ronaldo,LaLiga,27,2013-03-10,A,Celta de Vigo,LW,61,Left-footed shot,José Callejón,2013,Second Half
310,Ronaldo,LaLiga,27,2013-03-10,A,Celta de Vigo,LW,71,Penalty,No Assist,2013,Second Half
311,Ronaldo,LaLiga,28,2013-03-16,H,RCD Mallorca,LW,52,Header,Mesut Özil,2013,Second Half
312,Ronaldo,LaLiga,29,2013-03-30,A,Real Zaragoza,LW,38,Long distance kick,No Assist,2013,First Half
313,Ronaldo,Champions League,Quarter-Finals,2013-04-03,H,Galatasaray,LW,9,Left-footed shot,Mesut Özil,2013,First Half
314,Ronaldo,LaLiga,30,2013-04-06,H,Levante,CF,84,Right-footed shot,Gonzalo Higuaín,2013,Second Half
315,Ronaldo,Champions League,Quarter-Finals,2013-04-09,A,Galatasaray,LW,8,Right-footed shot,Sami Khedira,2013,First Half
316,Ronaldo,Champions League,Quarter-Finals,2013-04-09,A,Galatasaray,LW,902,Right-footed shot,Karim Benzema,2013,Second Half-Additional Time
317,Ronaldo,LaLiga,31,2013-04-14,A,Athletic,LW,2,Direct free kick,No Assist,2013,First Half
318,Ronaldo,LaLiga,31,2013-04-14,A,Athletic,LW,68,Header,Xabi Alonso,2013,Second Half
319,Ronaldo,Champions League,Semi-Finals,2013-04-24,A,Bor. Dortmund,LW,43,Right-footed shot,Gonzalo Higuaín,2013,First Half
320,Ronaldo,LaLiga,34,2013-05-04,H,Real Valladolid,LW,32,Header,Ángel Di María,2013,First Half
321,Ronaldo,LaLiga,34,2013-05-04,H,Real Valladolid,LW,70,Header,Mesut Özil,2013,Second Half
322,Ronaldo,LaLiga,36,2013-05-08,H,Málaga CF,LW,26,Right-footed shot,Xabi Alonso,2013,First Half
323,Ronaldo,Copa del Rey,Final,2013-05-17,A,Atlético Madrid,LW,14,Header,Luka Modric,2013,First Half
324,Ronaldo,LaLiga,3,2013-09-01,H,Athletic,LW,45,Header,Ángel Di María,2013,First Half
325,Ronaldo,LaLiga,4,2013-09-14,A,Villarreal,LW,64,Right-footed shot,No Assist,2013,Second Half
326,Ronaldo,Champions League,Group Stage,2013-09-17,A,Galatasaray,LW,63,Left-footed shot,Isco,2013,Second Half
327,Ronaldo,Champions League,Group Stage,2013-09-17,A,Galatasaray,LW,66,Tap-in,Sergio Ramos,2013,Second Half
328,Ronaldo,Champions League,Group Stage,2013-09-17,A,Galatasaray,LW,90,Left-footed shot,Karim Benzema,2013,Second Half
329,Ronaldo,LaLiga,5,2013-09-22,H,Getafe,LW,34,Penalty,No Assist,2013,First Half
330,Ronaldo,LaLiga,5,2013-09-22,H,Getafe,LW,90,Right-footed shot,Sami Khedira,2013,Second Half
331,Ronaldo,LaLiga,6,2013-09-25,A,Elche CF,LW,51,Direct free kick,No Assist,2013,Second Half
332,Ronaldo,LaLiga,6,2013-09-25,A,Elche CF,LW,906,Penalty,No Assist,2013,Second Half-Additional Time
333,Ronaldo,Champions League,Group Stage,2013-10-02,H,FC Copenhagen,LW,21,Header,Marcelo,2013,First Half
334,Ronaldo,Champions League,Group Stage,2013-10-02,H,FC Copenhagen,LW,65,Header,Ángel Di María,2013,Second Half
335,Ronaldo,LaLiga,8,2013-10-05,A,Levante,LW,904,Right-footed shot,Luka Modric,2013,Second Half-Additional Time
336,Ronaldo,LaLiga,9,2013-10-19,H,Málaga CF,LW,901,Penalty,No Assist,2013,Second Half-Additional Time
337,Ronaldo,Champions League,Group Stage,2013-10-23,H,Juventus,LW,4,Right-footed shot,Ángel Di María,2013,First Half
338,Ronaldo,Champions League,Group Stage,2013-10-23,H,Juventus,LW,29,Penalty,No Assist,2013,First Half
339,Ronaldo,LaLiga,11,2013-10-30,H,Sevilla FC,LW,31,Penalty,No Assist,2013,First Half
340,Ronaldo,LaLiga,11,2013-10-30,H,Sevilla FC,LW,60,Right-footed shot,Gareth Bale,2013,Second Half
341,Ronaldo,LaLiga,11,2013-10-30,H,Sevilla FC,LW,71,Right-footed shot,Karim Benzema,2013,Second Half
342,Ronaldo,LaLiga,12,2013-11-02,A,Rayo Vallecano,LW,3,Right-footed shot,Luka Modric,2013,First Half
343,Ronaldo,LaLiga,12,2013-11-02,A,Rayo Vallecano,LW,48,Right-footed shot,Gareth Bale,2013,Second Half
344,Ronaldo,Champions League,Group Stage,2013-11-05,A,Juventus,LW,52,Right-footed shot,Karim Benzema,2013,Second Half
345,Ronaldo,LaLiga,13,2013-11-09,H,Real Sociedad,LW,12,Right-footed shot,Karim Benzema,2013,First Half
346,Ronaldo,LaLiga,13,2013-11-09,H,Real Sociedad,LW,27,Penalty,No Assist,2013,First Half
347,Ronaldo,LaLiga,13,2013-11-09,H,Real Sociedad,LW,76,Direct free kick,No Assist,2013,Second Half
348,Ronaldo,LaLiga,14,2013-11-23,A,UD Almería,LW,3,Left-footed shot,Isco,2013,First Half
349,Ronaldo,Champions League,Group Stage,2013-12-10,A,FC Copenhagen,LW,48,Right-footed shot,Pepe,2013,Second Half
350,Ronaldo,LaLiga,17,2013-12-22,A,Valencia,LW,40,Header,Ángel Di María,2013,First Half
351,Ronaldo,LaLiga,18,2014-01-06,H,Celta de Vigo,LW,82,Right-footed shot,Daniel Carvajal,2014,Second Half
352,Ronaldo,LaLiga,18,2014-01-06,H,Celta de Vigo,LW,90,Right-footed shot,Gareth Bale,2014,Second Half
353,Ronaldo,Copa del Rey,last 16,2014-01-15,A,CA Osasuna,LW,22,Direct free kick,No Assist,2014,First Half
354,Ronaldo,LaLiga,20,2014-01-18,A,Real Betis,LW,10,Right-footed shot,Ángel Di María,2014,First Half
355,Ronaldo,LaLiga,21,2014-01-25,H,Granada CF,LW,57,Right-footed shot,Luka Modric,2014,Second Half
356,Ronaldo,Copa del Rey,Semi-Finals,2014-02-11,A,Atlético Madrid,LW,6,Penalty,No Assist,2014,First Half
357,Ronaldo,Copa del Rey,Semi-Finals,2014-02-11,A,Atlético Madrid,LW,15,Penalty,No Assist,2014,First Half
358,Ronaldo,Champions League,last 16,2014-02-26,A,FC Schalke 04,LW,52,Left-footed shot,Gareth Bale,2014,Second Half
359,Ronaldo,Champions League,last 16,2014-02-26,A,FC Schalke 04,LW,89,Right-footed shot,Karim Benzema,2014,Second Half
360,Ronaldo,LaLiga,26,2014-03-02,A,Atlético Madrid,LW,82,Right-footed shot,Gareth Bale,2014,Second Half
361,Ronaldo,LaLiga,27,2014-03-09,H,Levante,LW,11,Header,Ángel Di María,2014,First Half
362,Ronaldo,LaLiga,28,2014-03-15,A,Málaga CF,LW,23,Right-footed shot,Gareth Bale,2014,First Half
363,Ronaldo,Champions League,last 16,2014-03-18,H,FC Schalke 04,LW,22,Right-footed shot,Gareth Bale,2014,First Half
364,Ronaldo,Champions League,last 16,2014-03-18,H,FC Schalke 04,LW,74,Right-footed shot,No Assist,2014,Second Half
365,Ronaldo,LaLiga,29,2014-03-23,H,FC Barcelona,LW,55,Penalty,No Assist,2014,Second Half
366,Ronaldo,LaLiga,30,2014-03-26,A,Sevilla FC,LW,14,Direct free kick,No Assist,2014,First Half
367,Ronaldo,LaLiga,31,2014-03-29,H,Rayo Vallecano,LW,15,Right-footed shot,Gareth Bale,2014,First Half
368,Ronaldo,Champions League,Quarter-Finals,2014-04-02,H,Bor. Dortmund,LW,57,Left-footed shot,Luka Modric,2014,Second Half
369,Ronaldo,LaLiga,35,2014-04-26,H,CA Osasuna,LW,6,Long distance kick,Ángel Di María,2014,First Half
370,Ronaldo,LaLiga,35,2014-04-26,H,CA Osasuna,LW,52,Long distance kick,Isco,2014,Second Half
371,Ronaldo,Champions League,Semi-Finals,2014-04-29,A,Bayern Munich ,LW,34,Counter attack goal,Gareth Bale,2014,First Half
372,Ronaldo,Champions League,Semi-Finals,2014-04-29,A,Bayern Munich ,LW,90,Direct free kick,No Assist,2014,Second Half
373,Ronaldo,LaLiga,36,2014-05-04,H,Valencia,LW,90,Right-footed shot,Ángel Di María,2014,Second Half
374,Ronaldo,Champions League,Final,2014-05-24,H,Atlético Madrid,LW,120,Penalty,No Assist,2014,Xtra-Time
375,Ronaldo,UEFA Super Cup,Final,2014-08-12,H,Sevilla FC,LW,30,Right-footed shot,Gareth Bale,2014,First Half
376,Ronaldo,UEFA Super Cup,Final,2014-08-12,H,Sevilla FC,LW,49,Left-footed shot,Karim Benzema,2014,Second Half
377,Ronaldo,LaLiga,1,2014-08-25,H,Córdoba CF,LW,90,Right-footed shot,Isco,2014,Second Half
378,Ronaldo,LaLiga,3,2014-09-13,H,Atlético Madrid,LW,25,Penalty,No Assist,2014,First Half
379,Ronaldo,Champions League,Group Stage,2014-09-16,H,FC Basel,LW,31,Right-footed shot,Gareth Bale,2014,First Half
380,Ronaldo,LaLiga,4,2014-09-20,A,Dep. La Coruña,RW,29,Header,Álvaro Arbeloa,2014,First Half
381,Ronaldo,LaLiga,4,2014-09-20,A,Dep. La Coruña,RW,41,Left-footed shot,Karim Benzema,2014,First Half
382,Ronaldo,LaLiga,4,2014-09-20,A,Dep. La Coruña,RW,78,Left-footed shot,James Rodríguez,2014,Second Half
383,Ronaldo,LaLiga,5,2014-09-23,H,Elche CF,CF,28,Penalty,No Assist,2014,First Half
384,Ronaldo,LaLiga,5,2014-09-23,H,Elche CF,CF,32,Header,Marcelo,2014,First Half
385,Ronaldo,LaLiga,5,2014-09-23,H,Elche CF,CF,80,Penalty,No Assist,2014,Second Half
386,Ronaldo,LaLiga,5,2014-09-23,H,Elche CF,CF,90,Right-footed shot,Gareth Bale,2014,Second Half
387,Ronaldo,LaLiga,6,2014-09-27,A,Villarreal,CF,40,Right-footed shot,Karim Benzema,2014,First Half
388,Ronaldo,Champions League,Group Stage,2014-10-01,A,Ludogorets,CF,25,Penalty,No Assist,2014,First Half
389,Ronaldo,LaLiga,7,2014-10-05,H,Athletic,LW,3,Header,Gareth Bale,2014,First Half
390,Ronaldo,LaLiga,7,2014-10-05,H,Athletic,LW,55,Right-footed shot,Gareth Bale,2014,Second Half
391,Ronaldo,LaLiga,7,2014-10-05,H,Athletic,LW,89,Deflected shot on goal,Pepe,2014,Second Half
392,Ronaldo,LaLiga,8,2014-10-18,A,Levante,CF,13,Penalty,No Assist,2014,First Half
393,Ronaldo,LaLiga,8,2014-10-18,A,Levante,CF,61,Right-footed shot,Isco,2014,Second Half
394,Ronaldo,Champions League,Group Stage,2014-10-22,A,Liverpool,CF,23,Right-footed shot,James Rodríguez,2014,First Half
395,Ronaldo,LaLiga,9,2014-10-25,H,FC Barcelona,CF,35,Penalty,No Assist,2014,First Half
396,Ronaldo,LaLiga,10,2014-11-01,A,Granada CF,CF,2,Right-footed shot,Karim Benzema,2014,First Half
397,Ronaldo,LaLiga,11,2014-11-08,H,Rayo Vallecano,CF,83,Right-footed shot,Isco,2014,Second Half
398,Ronaldo,LaLiga,12,2014-11-22,A,SD Eibar,CF,43,Right-footed shot,Daniel Carvajal,2014,First Half
399,Ronaldo,LaLiga,12,2014-11-22,A,SD Eibar,CF,83,Penalty,No Assist,2014,Second Half
400,Ronaldo,Champions League,Group Stage,2014-11-26,A,FC Basel,LW,35,Left-footed shot,Karim Benzema,2014,First Half
401,Ronaldo,LaLiga,14,2014-12-06,H,Celta de Vigo,CF,36,Penalty,No Assist,2014,First Half
402,Ronaldo,LaLiga,14,2014-12-06,H,Celta de Vigo,CF,65,Right-footed shot,No Assist,2014,Second Half
403,Ronaldo,LaLiga,14,2014-12-06,H,Celta de Vigo,CF,81,Left-footed shot,Marcelo,2014,Second Half
404,Ronaldo,Champions League,Group Stage,2014-12-09,H,Ludogorets,CF,20,Penalty,No Assist,2014,First Half
405,Ronaldo,LaLiga,15,2014-12-12,A,UD Almería,CF,81,Right-footed shot,Karim Benzema,2014,Second Half
406,Ronaldo,LaLiga,15,2014-12-12,A,UD Almería,CF,89,Right-footed shot,Daniel Carvajal,2014,Second Half
407,Ronaldo,LaLiga,17,2015-01-04,A,Valencia,LW,14,Penalty,No Assist,2015,First Half
408,Ronaldo,Copa del Rey,last 16,2015-01-15,H,Atlético Madrid,CF,54,Header,Gareth Bale,2015,Second Half
409,Ronaldo,LaLiga,19,2015-01-18,A,Getafe,LW,63,Left-footed shot,Karim Benzema,2015,Second Half
410,Ronaldo,LaLiga,19,2015-01-18,A,Getafe,LW,79,Header,James Rodríguez,2015,Second Half
411,Ronaldo,Champions League,last 16,2015-02-18,A,FC Schalke 04,LW,26,Header,Daniel Carvajal,2015,First Half
412,Ronaldo,LaLiga,24,2015-02-22,A,Elche CF,CF,69,Header,Isco,2015,Second Half
413,Ronaldo,LaLiga,25,2015-03-01,H,Villarreal,CF,52,Penalty,No Assist,2015,Second Half
414,Ronaldo,Champions League,last 16,2015-03-10,H,FC Schalke 04,CF,25,Header,Toni Kroos,2015,First Half
415,Ronaldo,Champions League,last 16,2015-03-10,H,FC Schalke 04,CF,45,Header,Fábio Coentrão,2015,First Half
416,Ronaldo,LaLiga,28,2015-03-22,A,FC Barcelona,LW,31,Right-footed shot,Karim Benzema,2015,First Half
417,Ronaldo,LaLiga,29,2015-04-05,H,Granada CF,CF,30,Right-footed shot,James Rodríguez,2015,First Half
418,Ronaldo,LaLiga,29,2015-04-05,H,Granada CF,CF,36,Right-footed shot,No Assist,2015,First Half
419,Ronaldo,LaLiga,29,2015-04-05,H,Granada CF,CF,38,Long distance kick,Gareth Bale,2015,First Half
420,Ronaldo,LaLiga,29,2015-04-05,H,Granada CF,CF,54,Header,Gareth Bale,2015,Second Half
421,Ronaldo,LaLiga,29,2015-04-05,H,Granada CF,CF,90,Header,Luka Modric,2015,Second Half
422,Ronaldo,LaLiga,30,2015-04-08,A,Rayo Vallecano,LW,68,Header,Daniel Carvajal,2015,Second Half
423,Ronaldo,LaLiga,31,2015-04-11,H,SD Eibar,LW,21,Direct free kick,No Assist,2015,First Half
424,Ronaldo,LaLiga,32,2015-04-18,H,Málaga CF,CF,902,Left-footed shot,Chicharito,2015,Second Half-Additional Time
425,Ronaldo,LaLiga,35,2015-05-02,A,Sevilla FC,CF,36,Header,Isco,2015,First Half
426,Ronaldo,LaLiga,35,2015-05-02,A,Sevilla FC,CF,37,Right-footed shot,Chicharito,2015,First Half
427,Ronaldo,LaLiga,35,2015-05-02,A,Sevilla FC,CF,69,Header,Gareth Bale,2015,Second Half
428,Ronaldo,Champions League,Semi-Finals,2015-05-05,A,Juventus,CF,27,Header,James Rodríguez,2015,First Half
429,Ronaldo,Champions League,Semi-Finals,2015-05-13,H,Juventus,LW,23,Penalty,No Assist,2015,First Half
430,Ronaldo,LaLiga,37,2015-05-17,A,Espanyol,LW,59,Left-footed shot,Karim Benzema,2015,Second Half
431,Ronaldo,LaLiga,37,2015-05-17,A,Espanyol,LW,83,Right-footed shot,Chicharito,2015,Second Half
432,Ronaldo,LaLiga,37,2015-05-17,A,Espanyol,LW,901,Header,James Rodríguez,2015,Second Half-Additional Time
433,Ronaldo,LaLiga,38,2015-05-23,H,Getafe,LW,13,Header,Marcelo,2015,First Half
434,Ronaldo,LaLiga,38,2015-05-23,H,Getafe,LW,32,Direct free kick,No Assist,2015,First Half
435,Ronaldo,LaLiga,38,2015-05-23,H,Getafe,LW,34,Penalty,No Assist,2015,First Half
436,Ronaldo,LaLiga,3,2015-09-12,A,Espanyol,LW,7,Right-footed shot,Luka Modric,2015,First Half
437,Ronaldo,LaLiga,3,2015-09-12,A,Espanyol,LW,17,Penalty,No Assist,2015,First Half
438,Ronaldo,LaLiga,3,2015-09-12,A,Espanyol,LW,20,Left-footed shot,Gareth Bale,2015,First Half
439,Ronaldo,LaLiga,3,2015-09-12,A,Espanyol,LW,62,Right-footed shot,Gareth Bale,2015,Second Half
440,Ronaldo,LaLiga,3,2015-09-12,A,Espanyol,LW,81,Right-footed shot,Lucas Vázquez,2015,Second Half
441,Ronaldo,Champions League,Group Stage,2015-09-15,H,Shakhtar D.,LW,56,Penalty,No Assist,2015,Second Half
442,Ronaldo,Champions League,Group Stage,2015-09-15,H,Shakhtar D.,LW,64,Penalty,No Assist,2015,Second Half
443,Ronaldo,Champions League,Group Stage,2015-09-15,H,Shakhtar D.,LW,82,Header,No Assist,2015,Second Half
444,Ronaldo,Champions League,Group Stage,2015-09-30,A,Malmö FF,LW,29,Right-footed shot,Isco,2015,First Half
445,Ronaldo,Champions League,Group Stage,2015-09-30,A,Malmö FF,LW,90,Left-footed shot,Lucas Vázquez,2015,Second Half
446,Ronaldo,LaLiga,8,2015-10-17,H,Levante,CF,30,Right-footed shot,Toni Kroos,2015,First Half
447,Ronaldo,LaLiga,9,2015-10-24,A,Celta de Vigo,CF,8,Right-footed shot,Lucas Vázquez,2015,First Half
448,Ronaldo,LaLiga,10,2015-10-31,H,UD Las Palmas,CF,14,Header,Marcelo,2015,First Half
449,Ronaldo,Champions League,Group Stage,2015-11-25,A,Shakhtar D.,CF,18,Header,Gareth Bale,2015,First Half
450,Ronaldo,Champions League,Group Stage,2015-11-25,A,Shakhtar D.,CF,70,Right-footed shot,Gareth Bale,2015,Second Half
451,Ronaldo,LaLiga,13,2015-11-29,A,SD Eibar,CF,82,Penalty,No Assist,2015,Second Half
452,Ronaldo,LaLiga,14,2015-12-05,H,Getafe,LW,38,Right-footed shot,Toni Kroos,2015,First Half
453,Ronaldo,Champions League,Group Stage,2015-12-08,H,Malmö FF,LW,39,Direct free kick,No Assist,2015,First Half
454,Ronaldo,Champions League,Group Stage,2015-12-08,H,Malmö FF,LW,47,Tap-in,No Assist,2015,Second Half
455,Ronaldo,Champions League,Group Stage,2015-12-08,H,Malmö FF,LW,50,Right-footed shot,Danilo,2015,Second Half
456,Ronaldo,Champions League,Group Stage,2015-12-08,H,Malmö FF,LW,59,Right-footed shot,Isco,2015,Second Half
457,Ronaldo,LaLiga,16,2015-12-20,H,Rayo Vallecano,LW,30,Penalty,No Assist,2015,First Half
458,Ronaldo,LaLiga,16,2015-12-20,H,Rayo Vallecano,LW,54,Header,James Rodríguez,2015,Second Half
459,Ronaldo,LaLiga,17,2015-12-30,H,Real Sociedad,LW,42,Penalty,No Assist,2015,First Half
460,Ronaldo,LaLiga,17,2015-12-30,H,Real Sociedad,LW,68,Left-footed shot,Marcelo,2015,Second Half
461,Ronaldo,LaLiga,20,2016-01-17,H,Sporting Gijón,LW,9,Left-footed shot,Karim Benzema,2016,First Half
462,Ronaldo,LaLiga,20,2016-01-17,H,Sporting Gijón,LW,18,Left-footed shot,Daniel Carvajal,2016,First Half
463,Ronaldo,LaLiga,22,2016-01-31,H,Espanyol,LW,12,Penalty,No Assist,2016,First Half
464,Ronaldo,LaLiga,22,2016-01-31,H,Espanyol,LW,45,Left-footed shot,No Assist,2016,First Half
465,Ronaldo,LaLiga,22,2016-01-31,H,Espanyol,LW,82,Header,Jesé,2016,Second Half
